Store,Retailer,Location,Area,Date ,Year,Month,Day,Product,Skew Type,Description,Quantity ,Price,Total
Heinen's Barrington,Heinen's,Barrington,0,09/29/2022,2022,9,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,40,$2.79,111.6
Heinen's Barrington,Heinen's,Barrington,0,09/28/2022,2022,9,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,short paid 8669 - issue credit per Nail,-2,$2.79,-5.58
Heinen's Barrington,Heinen's,Barrington,0,10/10/2022,2022,10,2,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,5,$3.49,17.45
Heinen's Barrington,Heinen's,Barrington,0,10/10/2022,2022,10,2,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,4,$4.89,19.56
Heinen's Barrington,Heinen's,Barrington,0,10/10/2022,2022,10,2,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,4,$8.39,33.56
Heinen's Barrington,Heinen's,Barrington,0,10/10/2022,2022,10,2,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,9,$12.59,113.31
Heinen's Barrington,Heinen's,Barrington,0,10/10/2022,2022,10,2,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,50,$2.79,139.5
Heinen's Barrington,Heinen's,Barrington,0,10/24/2022,2022,10,2,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,10/24/2022,2022,10,2,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,10/24/2022,2022,10,2,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,0,$8.39,0
Heinen's Barrington,Heinen's,Barrington,0,10/24/2022,2022,10,2,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,0,$12.59,0
Heinen's Barrington,Heinen's,Barrington,0,10/24/2022,2022,10,2,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,50,$2.79,139.5
Heinen's Barrington,Heinen's,Barrington,0,11/10/2022,2022,11,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,14,$3.49,48.86
Heinen's Barrington,Heinen's,Barrington,0,11/10/2022,2022,11,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,14,$4.89,68.46
Heinen's Barrington,Heinen's,Barrington,0,11/10/2022,2022,11,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,7,$8.39,58.73
Heinen's Barrington,Heinen's,Barrington,0,11/10/2022,2022,11,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,11,$12.59,138.49
Heinen's Barrington,Heinen's,Barrington,0,11/10/2022,2022,11,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,40,$2.79,111.6
Heinen's Barrington,Heinen's,Barrington,0,11/21/2022,2022,11,2,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,11/21/2022,2022,11,2,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,11/21/2022,2022,11,2,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,14,$8.39,117.46
Heinen's Barrington,Heinen's,Barrington,0,11/21/2022,2022,11,2,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,10,$12.59,125.9
Heinen's Barrington,Heinen's,Barrington,0,11/21/2022,2022,11,2,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,50,$2.79,139.5
Heinen's Barrington,Heinen's,Barrington,0,12/12/2022,2022,12,2,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,18,$3.49,62.82
Heinen's Barrington,Heinen's,Barrington,0,12/12/2022,2022,12,2,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,14,$4.89,68.46
Heinen's Barrington,Heinen's,Barrington,0,12/12/2022,2022,12,2,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,18,$8.39,151.02
Heinen's Barrington,Heinen's,Barrington,0,12/12/2022,2022,12,2,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,14,$12.59,176.26
Heinen's Barrington,Heinen's,Barrington,0,12/12/2022,2022,12,2,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,65,$2.79,181.35
Heinen's Barrington,Heinen's,Barrington,0,12/21/2022,2022,12,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,3,$3.49,10.47
Heinen's Barrington,Heinen's,Barrington,0,12/21/2022,2022,12,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,7,$4.89,34.23
Heinen's Barrington,Heinen's,Barrington,0,12/21/2022,2022,12,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,10,$8.39,83.9
Heinen's Barrington,Heinen's,Barrington,0,12/21/2022,2022,12,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,10,$12.59,125.9
Heinen's Barrington,Heinen's,Barrington,0,12/21/2022,2022,12,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,50,$2.79,139.5
Heinen's Barrington,Heinen's,Barrington,0,12/30/2022,2022,12,6,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,20,$3.49,69.8
Heinen's Barrington,Heinen's,Barrington,0,12/30/2022,2022,12,6,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,15,$4.89,73.35
Heinen's Barrington,Heinen's,Barrington,0,12/30/2022,2022,12,6,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,20,$8.39,167.8
Heinen's Barrington,Heinen's,Barrington,0,12/30/2022,2022,12,6,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,15,$12.59,188.85
Heinen's Barrington,Heinen's,Barrington,0,12/30/2022,2022,12,6,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,60,$2.79,167.4
Heinen's Barrington,Heinen's,Barrington,0,01/12/2023,2023,1,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,01/12/2023,2023,1,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,01/12/2023,2023,1,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,10,$8.39,83.9
Heinen's Barrington,Heinen's,Barrington,0,01/12/2023,2023,1,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,15,$12.59,188.85
Heinen's Barrington,Heinen's,Barrington,0,01/12/2023,2023,1,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,60,$2.79,167.4
Heinen's Barrington,Heinen's,Barrington,0,01/19/2023,2023,1,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,01/19/2023,2023,1,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,01/19/2023,2023,1,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,0,$8.39,0
Heinen's Barrington,Heinen's,Barrington,0,01/19/2023,2023,1,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,15,$12.59,188.85
Heinen's Barrington,Heinen's,Barrington,0,01/19/2023,2023,1,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,75,$2.79,209.25
Heinen's Barrington,Heinen's,Barrington,0,02/16/2023,2023,2,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,10,$3.49,34.9
Heinen's Barrington,Heinen's,Barrington,0,02/16/2023,2023,2,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,10,$4.89,48.9
Heinen's Barrington,Heinen's,Barrington,0,02/16/2023,2023,2,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,20,$8.39,167.8
Heinen's Barrington,Heinen's,Barrington,0,02/16/2023,2023,2,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,0,$12.59,0
Heinen's Barrington,Heinen's,Barrington,0,02/16/2023,2023,2,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,50,$2.79,139.5
Heinen's Barrington,Heinen's,Barrington,0,03/08/2023,2023,3,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,13,$3.49,45.37
Heinen's Barrington,Heinen's,Barrington,0,03/08/2023,2023,3,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,14,$4.89,68.46
Heinen's Barrington,Heinen's,Barrington,0,03/08/2023,2023,3,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,4,$8.39,33.56
Heinen's Barrington,Heinen's,Barrington,0,03/08/2023,2023,3,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,5,$12.59,62.95
Heinen's Barrington,Heinen's,Barrington,0,03/08/2023,2023,3,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,38,$2.79,106.02
Heinen's Barrington,Heinen's,Barrington,0,03/16/2023,2023,3,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,03/16/2023,2023,3,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,03/16/2023,2023,3,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,0,$8.39,0
Heinen's Barrington,Heinen's,Barrington,0,03/16/2023,2023,3,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,0,$12.59,0
Heinen's Barrington,Heinen's,Barrington,0,03/16/2023,2023,3,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,60,$2.79,167.4
Heinen's Barrington,Heinen's,Barrington,0,03/30/2023,2023,3,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,03/30/2023,2023,3,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,03/30/2023,2023,3,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,10,$8.39,83.9
Heinen's Barrington,Heinen's,Barrington,0,03/30/2023,2023,3,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,0,$12.59,0
Heinen's Barrington,Heinen's,Barrington,0,03/30/2023,2023,3,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,40,$2.79,111.6
Heinen's Barrington,Heinen's,Barrington,0,04/06/2023,2023,4,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,8,$3.49,27.92
Heinen's Barrington,Heinen's,Barrington,0,04/06/2023,2023,4,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,5,$4.89,24.45
Heinen's Barrington,Heinen's,Barrington,0,04/06/2023,2023,4,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,6,$8.39,50.34
Heinen's Barrington,Heinen's,Barrington,0,04/06/2023,2023,4,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,12,$12.59,151.08
Heinen's Barrington,Heinen's,Barrington,0,04/06/2023,2023,4,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,40,$2.79,111.6
Heinen's Barrington,Heinen's,Barrington,0,04/20/2023,2023,4,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,04/20/2023,2023,4,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,04/20/2023,2023,4,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,0,$8.39,0
Heinen's Barrington,Heinen's,Barrington,0,04/20/2023,2023,4,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,0,$12.59,0
Heinen's Barrington,Heinen's,Barrington,0,04/20/2023,2023,4,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,50,$2.79,139.5
Heinen's Barrington,Heinen's,Barrington,0,05/04/2023,2023,5,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,05/04/2023,2023,5,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,05/04/2023,2023,5,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,12,$8.39,100.68
Heinen's Barrington,Heinen's,Barrington,0,05/04/2023,2023,5,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,0,$12.59,0
Heinen's Barrington,Heinen's,Barrington,0,05/04/2023,2023,5,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,50,$2.79,139.5
Heinen's Barrington,Heinen's,Barrington,0,05/18/2023,2023,5,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,05/18/2023,2023,5,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,10,$4.89,48.9
Heinen's Barrington,Heinen's,Barrington,0,05/18/2023,2023,5,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,10,$8.39,83.9
Heinen's Barrington,Heinen's,Barrington,0,05/18/2023,2023,5,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,6,$12.59,75.54
Heinen's Barrington,Heinen's,Barrington,0,05/18/2023,2023,5,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,60,$2.79,167.4
Heinen's Barrington,Heinen's,Barrington,0,05/25/2023,2023,5,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,10,$3.49,34.9
Heinen's Barrington,Heinen's,Barrington,0,05/25/2023,2023,5,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,05/25/2023,2023,5,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,9,$8.39,75.51
Heinen's Barrington,Heinen's,Barrington,0,05/25/2023,2023,5,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,5,$12.59,62.95
Heinen's Barrington,Heinen's,Barrington,0,05/25/2023,2023,5,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,75,$2.79,209.25
Heinen's Barrington,Heinen's,Barrington,0,12/31/2022,2022,12,7,Bad Debt,Bad Debt,write off invoice per Neil,1,$563.83,563.83
Heinen's Barrington,Heinen's,Barrington,0,06/01/2023,2023,6,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,06/01/2023,2023,6,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,06/01/2023,2023,6,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,0,$8.39,0
Heinen's Barrington,Heinen's,Barrington,0,06/01/2023,2023,6,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,0,$12.59,0
Heinen's Barrington,Heinen's,Barrington,0,06/01/2023,2023,6,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,75,$2.79,209.25
Heinen's Barrington,Heinen's,Barrington,0,06/05/2023,2023,6,2,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,06/05/2023,2023,6,2,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,06/05/2023,2023,6,2,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,0,$8.39,0
Heinen's Barrington,Heinen's,Barrington,0,06/05/2023,2023,6,2,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,0,$12.59,0
Heinen's Barrington,Heinen's,Barrington,0,06/05/2023,2023,6,2,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,50,$2.79,139.5
Heinen's Barrington,Heinen's,Barrington,0,06/22/2023,2023,6,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,06/22/2023,2023,6,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,10,$4.89,48.9
Heinen's Barrington,Heinen's,Barrington,0,06/22/2023,2023,6,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,0,$8.39,0
Heinen's Barrington,Heinen's,Barrington,0,06/22/2023,2023,6,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,8,$12.59,100.72
Heinen's Barrington,Heinen's,Barrington,0,06/22/2023,2023,6,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,80,$2.79,223.2
Heinen's Barrington,Heinen's,Barrington,0,07/03/2023,2023,7,2,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,8,$3.49,27.92
Heinen's Barrington,Heinen's,Barrington,0,07/03/2023,2023,7,2,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,10,$4.89,48.9
Heinen's Barrington,Heinen's,Barrington,0,07/03/2023,2023,7,2,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,0,$8.39,0
Heinen's Barrington,Heinen's,Barrington,0,07/03/2023,2023,7,2,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,6,$12.59,75.54
Heinen's Barrington,Heinen's,Barrington,0,07/03/2023,2023,7,2,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,50,$2.79,139.5
Heinen's Barrington,Heinen's,Barrington,0,07/15/2023,2023,7,7,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,07/15/2023,2023,7,7,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,07/15/2023,2023,7,7,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,6,$8.39,50.34
Heinen's Barrington,Heinen's,Barrington,0,07/15/2023,2023,7,7,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,6,$12.59,75.54
Heinen's Barrington,Heinen's,Barrington,0,07/15/2023,2023,7,7,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,30,$2.79,83.7
Heinen's Barrington,Heinen's,Barrington,0,07/20/2023,2023,7,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,8,$3.49,27.92
Heinen's Barrington,Heinen's,Barrington,0,07/20/2023,2023,7,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,07/20/2023,2023,7,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,10,$8.39,83.9
Heinen's Barrington,Heinen's,Barrington,0,07/20/2023,2023,7,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,6,$12.59,75.54
Heinen's Barrington,Heinen's,Barrington,0,07/20/2023,2023,7,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,50,$2.79,139.5
Heinen's Barrington,Heinen's,Barrington,0,07/27/2023,2023,7,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,07/27/2023,2023,7,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,07/27/2023,2023,7,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,0,$8.39,0
Heinen's Barrington,Heinen's,Barrington,0,07/27/2023,2023,7,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,0,$12.59,0
Heinen's Barrington,Heinen's,Barrington,0,07/27/2023,2023,7,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,50,$2.79,139.5
Heinen's Barrington,Heinen's,Barrington,0,08/10/2023,2023,8,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,08/10/2023,2023,8,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,6,$4.89,29.34
Heinen's Barrington,Heinen's,Barrington,0,08/10/2023,2023,8,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,8,$8.39,67.12
Heinen's Barrington,Heinen's,Barrington,0,08/10/2023,2023,8,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,6,$12.59,75.54
Heinen's Barrington,Heinen's,Barrington,0,08/10/2023,2023,8,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,75,$2.79,209.25
Heinen's Barrington,Heinen's,Barrington,0,08/17/2023,2023,8,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,08/17/2023,2023,8,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,6,$4.89,29.34
Heinen's Barrington,Heinen's,Barrington,0,08/17/2023,2023,8,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,6,$8.39,50.34
Heinen's Barrington,Heinen's,Barrington,0,08/17/2023,2023,8,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,0,$12.59,0
Heinen's Barrington,Heinen's,Barrington,0,08/17/2023,2023,8,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,40,$2.79,111.6
Heinen's Barrington,Heinen's,Barrington,0,08/25/2023,2023,8,6,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,6,$3.49,20.94
Heinen's Barrington,Heinen's,Barrington,0,08/25/2023,2023,8,6,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,08/25/2023,2023,8,6,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,0,$8.39,0
Heinen's Barrington,Heinen's,Barrington,0,08/25/2023,2023,8,6,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,5,$12.59,62.95
Heinen's Barrington,Heinen's,Barrington,0,08/25/2023,2023,8,6,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,50,$2.79,139.5
Heinen's Barrington,Heinen's,Barrington,0,08/31/2023,2023,8,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,08/31/2023,2023,8,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Heinen's Barrington,Heinen's,Barrington,0,08/31/2023,2023,8,5,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,8,$8.39,67.12
Heinen's Barrington,Heinen's,Barrington,0,08/31/2023,2023,8,5,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,6,$12.59,75.54
Heinen's Barrington,Heinen's,Barrington,0,08/31/2023,2023,8,5,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,30,$2.79,83.7
Heinen's Barrington,Heinen's,Barrington,0,09/07/2023,2023,9,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Heinen's Barrington,Heinen's,Barrington,0,09/07/2023,2023,9,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
